id_siniestro,nro_victimas,fecha,franja_hora,tipo_calle,Dirección Normalizada,comuna,longitud,latitud,vehiculo_victima,vehiculo_acusado,rol,sexo,edad,gravedad
2018-0064,1,2018-06-25,1,avenida,VARELA AV. y PRIMERA JUNTA,7,-58.45855262,-34.63953253,auto,cargas,conductor,masculino,30,fatal
2018-0065,1,2018-06-26,17,calle,"PELLEGRINI, CARLOS y JUNCAL",1,-58.38161909,-34.59283447,moto,cargas,conductor,masculino,35,fatal
2018-0066,1,2018-06-28,11,avenida,"CORRIENTES AV. y LACROZE, FEDERICO AV.",15,-58.45511899,-34.58698157,peaton,pasajeros,peaton,masculino,73,fatal
2018-0067,1,2018-06-29,16,avenida,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",4,-58.37724226,-34.62973033,pasajeros,auto,pasajero_acompañante,femenino,81,fatal
2018-0068,1,2018-07-01,9,avenida,"CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",7,-58.45546217,-34.62930339,moto,auto,conductor,masculino,21,fatal
2018-0069,1,2018-07-04,21,avenida,CORDOBA AV. 2215,2,-58.39897064,-34.59954925,bicicleta,pasajeros,ciclista,masculino,20,fatal
2018-0070,1,2018-07-07,15,calle,"ESTADOS UNIDOS y URQUIZA, GRAL.",3,-58.40917826,-34.62126274,moto,pasajeros,conductor,masculino,33,fatal
2018-0071,1,2018-07-10,17,avenida,"MORENO y HUERGO, ING. AV.",1,-58.36726348,-34.61099738,moto,cargas,conductor,masculino,,fatal
2018-0072,1,2018-07-11,13,autopista,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,8,-58.48267426,-34.68454456,moto,cargas,conductor,masculino,27,fatal
2018-0073,1,2018-07-11,15,avenida,"IRIARTE, GRAL. AV. 3400",4,-58.39546165,-34.65168841,peaton,cargas,peaton,femenino,67,fatal
2018-0074,1,2018-07-14,6,avenida,"ALBERDI, JUAN BAUTISTA AV. 2968",7,-58.46941984,-34.63376545,auto,cargas,conductor,masculino,25,fatal
2018-0075,1,2018-07-15,7,avenida,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,14,-58.40367321,-34.58129246,peaton,auto,peaton,masculino,23,fatal
2018-0076,1,2018-07-16,9,calle,"CHAVEZ, JORGE y PAZ, GRAL. AV.",9,-58.52932872,-34.65014993,auto,cargas,conductor,masculino,73,fatal
2018-0077,1,2018-07-16,23,calle,"URQUIZA, GRAL. y ESTADOS UNIDOS",3,-58.40917826,-34.62126274,auto,cargas,conductor,masculino,58,fatal
2018-0078,1,2018-07-21,6,calle,PARAGUAY y SANCHEZ DE BUSTAMANTE,2,-58.41264127,-34.59473294,peaton,auto,peaton,masculino,27,fatal
2018-0079,1,2018-07-23,7,gral paz,"DE LOS CORRALES AV. y PAZ, GRAL. AV.",9,-58.50877521,-34.66977709,peaton,cargas,peaton,masculino,,fatal
2018-0080,1,2018-07-25,22,avenida,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-58.51232237,-34.65903530,peaton,auto,peaton,masculino,26,fatal
2018-0081,1,2018-07-29,6,avenida,CASTAÃ‘ARES AV. y RIVERA INDARTE AV.,7,-58.44744156,-34.64567171,peaton,multiple,peaton,masculino,35,fatal
2018-0082,1,2018-08-01,15,avenida,"LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",9,-58.49441273,-34.65869968,moto,cargas,conductor,femenino,17,fatal
2018-0083,1,2018-08-02,5,gral paz,"PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47976785,-34.69153196,moto,cargas,conductor,masculino,,fatal
2018-0084,1,2018-08-03,7,avenida,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",1,-58.36523349,-34.62260331,peaton,cargas,peaton,masculino,45,fatal
2018-0085,2,2018-08-03,18,avenida,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,moto,pasajeros,pasajero_acompañante,femenino,22,fatal
2018-0085,2,2018-08-03,18,avenida,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,moto,pasajeros,conductor,masculino,30,fatal
2018-0086,1,2018-08-10,21,avenida,DIRECTORIO AV. y GUARDIA NACIONAL,9,-58.49019551,-34.65015854,peaton,pasajeros,peaton,masculino,40,fatal
2018-0087,1,2018-08-15,19,avenida,PAVON AV. y COLOMBRES,5,-58.41644362,-34.63023775,peaton,pasajeros,peaton,masculino,75,fatal
2018-0088,1,2018-08-17,16,gral paz,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,moto,cargas,conductor,masculino,,fatal
2018-0089,1,2018-08-17,17,avenida,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,peaton,pasajeros,peaton,masculino,80,fatal
2018-0090,1,2018-08-18,10,avenida,27 DE FEBRERO AV. y PERGAMINO,8,-58.43284809,-34.67051543,moto,auto,conductor,masculino,27,fatal
2018-0091,1,2018-08-19,18,autopista,AUTOPISTA PERITO MORENO y BARRAGAN,9,-58.52280139,-34.63659934,auto,auto,pasajero_acompañante,femenino,23,fatal
2018-0092,1,2018-08-20,8,avenida,CORDOBA AV. y GASCON,14,-58.42336930,-34.59774487,moto,auto,conductor,masculino,23,fatal
2018-0093,1,2018-08-20,8,calle,15 DE NOVIEMBRE DE 1889 1513,1,-58.38691681,-34.63105973,peaton,pasajeros,peaton,masculino,24,fatal
2018-0094,1,2018-08-23,5,calle,"SALGUERO, JERONIMO y BERUTI",14,-58.41169020,-34.58579880,moto,pasajeros,conductor,masculino,32,fatal
2018-0095,1,2018-08-26,0,avenida,"LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,-58.46739825,-34.65117757,auto,auto,pasajero_acompañante,femenino,49,fatal
2018-0096,1,2018-08-31,22,autopista,"AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",8,-58.44483258,-34.67152226,peaton,auto,peaton,masculino,39,fatal
2018-0097,1,2018-09-02,10,avenida,"VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",8,-58.43254025,-34.66128115,auto,otro,conductor,femenino,35,fatal
2018-0098,2,2018-09-09,5,gral paz,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,auto,auto,conductor,masculino,55,fatal
2018-0098,2,2018-09-09,5,gral paz,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,auto,auto,pasajero_acompañante,masculino,54,fatal
2018-0099,1,2018-09-12,14,avenida,RIVADAVIA AV. y PEDERNERA,7,-58.46411215,-34.62925068,peaton,pasajeros,peaton,masculino,18,fatal
2018-0100,1,2018-09-20,10,avenida,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",1,-58.36217754,-34.62367156,moto,auto,,femenino,33,fatal
2018-0101,1,2018-09-21,0,gral paz,"PAZ, GRAL. AV. y ZAPIOLA",12,-58.48098594,-34.54073130,auto,multiple,conductor,masculino,,fatal
2018-0102,1,2018-09-21,0,calle,"FAMATINA y TABORDA, DIOGENES",4,-58.41083404,-34.64640709,moto,auto,conductor,masculino,20,fatal
2018-0103,1,2018-09-27,17,avenida,"CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-58.44609828,-34.64446729,peaton,moto,peaton,masculino,1,fatal
2018-0104,1,2018-10-01,8,autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,moto,moto,conductor,masculino,22,fatal
2018-0105,1,2018-10-03,18,avenida,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,peaton,pasajeros,peaton,femenino,56,fatal
2018-0106,1,2018-10-04,22,avenida,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",13,-58.43674281,-34.55161027,moto,moto,conductor,masculino,27,fatal
2018-0107,1,2018-10-06,14,avenida,RIVADAVIA AV. y JUJUY AV.,3,-58.40596860,-34.61011987,peaton,pasajeros,peaton,femenino,62,fatal
2018-0108,1,2018-10-09,14,avenida,"DE LOS ITALIANOS AV. y GUEMES, MACACHA",1,-58.36154069,-34.60463618,moto,auto,conductor,masculino,37,fatal
2018-0109,1,2018-10-10,22,avenida,"TUCUMAN y ALEM, LEANDRO N. AV.",1,-58.37062179,-34.60066507,peaton,pasajeros,peaton,masculino,34,fatal
2018-0110,1,2018-10-13,3,avenida,"CORRIENTES AV. y GALLARDO, ANGEL AV.",15,-58.43220014,-34.60207186,peaton,moto,peaton,masculino,60,fatal
2018-0111,1,2018-10-19,12,autopista,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",9,-58.46958442,-34.64949724,moto,cargas,conductor,masculino,28,fatal
2018-0112,1,2018-10-24,9,calle,MUÃ‘ECAS y SERRANO,15,-58.44671397,-34.59970903,moto,cargas,conductor,femenino,28,fatal
2018-0113,1,2018-10-25,11,calle,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",11,-58.47152163,-34.61474911,moto,cargas,conductor,masculino,20,fatal
2018-0114,1,2018-10-30,2,avenida,SOLIS e INDEPENDENCIA AV.,1,-58.39032921,-34.61807951,moto,auto,conductor,masculino,23,fatal
2018-0115,1,2018-10-31,12,calle,"BOSCH, VENTURA y PAZ, GRAL. AV.",9,-58.52887773,-34.64297861,peaton,pasajeros,peaton,masculino,42,fatal
2018-0116,1,2018-11-01,10,gral paz,"PAZ, GRAL. AV. 14800",8,-58.49371157,-34.67981324,peaton,cargas,peaton,masculino,48,fatal
2018-0117,1,2018-11-04,8,avenida,"PERON, EVA AV. 5321",9,-58.48266599,-34.66012327,moto,moto,conductor,masculino,30,fatal
2018-0118,1,2018-11-05,14,avenida,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",3,-58.40612253,-34.60774301,peaton,moto,peaton,femenino,80,fatal
2018-0119,1,2018-11-05,22,avenida,"RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",8,-58.43613623,-34.66292532,peaton,,peaton,femenino,32,fatal
2018-0120,1,2018-11-09,13,avenida,MONROE y ALVAREZ THOMAS AV.,12,-58.48250732,-34.57208238,peaton,auto,peaton,femenino,51,fatal
2018-0121,1,2018-11-09,16,avenida,RIVADAVIA AV. y MANZONI,10,-58.49945705,-34.63743280,peaton,pasajeros,peaton,femenino,72,fatal
2018-0122,1,2018-11-12,1,autopista,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8,-58.47743966,-34.67233407,auto,auto,conductor,masculino,33,fatal
2018-0123,1,2018-11-12,3,gral paz,"PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.50251790,-34.67450313,auto,,conductor,masculino,25,fatal
2018-0124,1,2018-11-15,19,autopista,AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,9,-58.52144411,-34.63682499,cargas,cargas,conductor,masculino,44,fatal
2018-0125,1,2018-11-16,21,avenida,SAENZ AV. y VENTANA,4,-58.41650465,-34.65084045,peaton,pasajeros,peaton,masculino,29,fatal
2018-0126,1,2018-11-18,12,gral paz,"PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",9,-58.52994219,-34.64055918,moto,auto,conductor,masculino,27,fatal
2018-0127,1,2018-11-19,9,gral paz,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12,-58.50993046,-34.56919739,moto,moto,conductor,masculino,29,fatal
2018-0128,2,2018-11-25,4,gral paz,"PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,auto,pasajeros,pasajero_acompañante,masculino,49,fatal
2018-0128,2,2018-11-25,4,gral paz,"PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,auto,pasajeros,pasajero_acompañante,femenino,39,fatal
2018-0129,1,2018-11-28,4,avenida,"NEWBERY, JORGE AV. y GUEVARA",15,-58.45021367,-34.58695347,moto,pasajeros,conductor,masculino,37,fatal
2018-0130,1,2018-12-03,3,avenida,GAONA AV. y SEGUROLA AV.,10,-58.49022072,-34.62770192,moto,pasajeros,conductor,masculino,,fatal
2018-0131,1,2018-12-07,19,avenida,"MADERO, EDUARDO AV. 550",1,-58.36860866,-34.60106568,moto,cargas,conductor,masculino,29,fatal
2018-0132,1,2018-12-12,8,autopista,"AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.",2,-58.39490504,-34.57241534,peaton,cargas,peaton,masculino,70,fatal
2018-0133,1,2018-12-12,14,avenida,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,peaton,cargas,peaton,femenino,60,fatal
2018-0134,1,2018-12-12,21,avenida,LA PLATA AV. y CASEROS AV.,7,-58.42349365,-34.64019887,peaton,moto,peaton,masculino,56,fatal
2018-0135,1,2018-12-18,14,avenida,BELGRANO AV. y PERU,1,-58.37471802,-34.61265002,peaton,pasajeros,peaton,masculino,80,fatal
2018-0136,1,2018-12-18,15,avenida,RIVADAVIA AV. 7013,7,-58.46438789,-34.62913916,peaton,pasajeros,peaton,femenino,70,fatal
2018-0137,1,2018-12-18,20,calle,"ALSINA, ADOLFO y SANTIAGO DEL ESTERO",1,-58.38481975,-34.61100424,moto,pasajeros,pasajero_acompañante,masculino,29,fatal
2018-0138,1,2018-12-21,9,calle,BERMUDEZ 1893,10,-58.50751833,-34.62073702,pasajeros,pasajeros,pasajero_acompañante,femenino,79,fatal
2018-0139,1,2018-12-22,6,calle,SANTANDER 1974,7,-58.44682986,-34.63888084,moto,moto,pasajero_acompañante,masculino,28,fatal
2018-0140,1,2018-12-22,8,calle,LANTERI JULIETA 1400,1,-58.36004650,-34.61381341,auto,auto,conductor,masculino,78,fatal
2018-0141,1,2018-12-22,17,avenida,MAZA e INDEPENDENCIA AV.,5,-58.41509546,-34.62085945,peaton,moto,peaton,masculino,75,fatal
2018-0142,1,2018-12-25,13,gral paz,"PAZ, GRAL. AV. 5172",12,-58.50997604,-34.57251072,cargas,pasajeros,pasajero_acompañante,masculino,32,fatal
2018-0143,1,2018-12-29,5,avenida,"OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",10,-58.48606475,-34.64047818,moto,auto,conductor,masculino,22,fatal
2019-0001,1,2019-01-08,8,avenida,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,moto,cargas,conductor,masculino,25,fatal
2019-0002,1,2019-01-09,4,avenida,"CASTAÃ‘ARES AV. y MORENO, PERITO AV.",7,-58.45463662,-34.65082149,auto,cargas,conductor,masculino,32,fatal
2019-0003,1,2019-01-12,8,avenida,SAN MARTIN AV. y TERRADA,15,-58.49121672,-34.59718073,moto,auto,conductor,masculino,23,fatal
2019-0004,1,2019-01-14,19,avenida,"PERON, EVA AV. y MEDINA",9,-58.47325712,-34.65284605,auto,pasajeros,conductor,masculino,71,fatal
2019-0005,1,2019-01-19,12,avenida,"JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",10,-58.52108101,-34.63382309,moto,cargas,conductor,masculino,43,fatal
2019-0006,1,2019-01-23,5,avenida,"OBLIGADO RAFAEL, AV.COSTANERA 4650",14,-58.41652702,-34.55509606,peaton,auto,peaton,femenino,12,fatal
2019-0007,1,2019-01-26,19,calle,"MITRE, BARTOLOME y YATAY",5,-58.42891604,-34.61071660,moto,auto,conductor,masculino,35,fatal
2019-0008,1,2019-01-30,22,gral paz,"PAZ, GRAL. AV. 16080",8,-58.47802293,-34.69156793,moto,multiple,conductor,masculino,42,fatal
2019-0009,1,2019-01-31,14,avenida,CHACABUCO y SAN JUAN AV.,1,-58.37564821,-34.62200207,moto,auto,conductor,masculino,34,fatal
2019-0010,2,2019-02-02,7,avenida,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,peaton,auto,peaton,masculino,,fatal
2019-0010,2,2019-02-02,7,avenida,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,peaton,auto,peaton,masculino,59,fatal
2019-0011,1,2019-02-10,1,gral paz,"PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9,-58.51839930,-34.66252488,peaton,auto,peaton,masculino,,fatal
2019-0012,1,2019-02-17,3,avenida,"CASTAÃ‘ARES AV. y GORDILLO, TIMOTEO",8,-58.48432691,-34.67665828,moto,auto,conductor,masculino,31,fatal
2019-0013,1,2019-02-20,7,calle,SALVIGNY y MOM,7,-58.43383830,-34.64457699,peaton,auto,peaton,masculino,39,fatal
2019-0014,1,2019-02-20,17,calle,"LAMARCA, EMILIO 5402",11,-58.51664939,-34.58657938,moto,objeto fijo,conductor,masculino,69,fatal
2019-0015,1,2019-02-23,6,avenida,SAN MARTIN AV. 5638,11,-58.49613012,-34.59703502,auto,objeto fijo,conductor,masculino,21,fatal
2019-0016,1,2019-02-24,2,calle,"CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",4,-58.38313603,-34.63356284,moto,pasajeros,conductor,masculino,40,fatal
2019-0017,1,2019-03-03,7,calle,MEXICO y PICHINCHA,3,-58.39914719,-34.61632317,auto,pasajeros,conductor,masculino,22,fatal
2019-0018,1,2019-03-03,23,autopista,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,peaton,auto,peaton,femenino,29,fatal
2019-0019,1,2019-03-06,12,avenida,DEL LIBERTADOR AV. 6326,13,-58.45049163,-34.55374003,moto,auto,conductor,masculino,,fatal
2019-0020,1,2019-03-07,21,avenida,CHICLANA AV. 3444,5,-58.41288952,-34.63572989,moto,auto,conductor,masculino,43,fatal
2019-0021,1,2019-03-15,22,avenida,BOYACA AV. y YERBAL,7,-58.45743597,-34.62561234,moto,auto,conductor,masculino,23,fatal
2019-0022,1,2019-03-15,0,avenida,ENTRE RIOS AV. 1260,1,-58.39123782,-34.62352245,auto,,pasajero_acompañante,masculino,,fatal
2019-0023,1,2019-03-16,8,gral paz,"PAZ, GRAL. AV. y JACQUES, AMADEO",9,-58.52922765,-34.63637963,auto,objeto fijo,conductor,masculino,34,fatal
2019-0024,1,2019-03-19,7,avenida,ANTARTIDA ARGENTINA AV. 1325,1,-58.37208118,-34.58541957,moto,cargas,conductor,masculino,32,fatal
2019-0025,1,2019-03-22,13,calle,"MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",5,-58.41458534,-34.60937557,peaton,auto,peaton,masculino,27,fatal
2019-0026,1,2019-03-28,7,avenida,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,peaton,pasajeros,peaton,masculino,,fatal
2019-0027,1,2019-03-28,11,avenida,SANTA FE AV. y AZCUENAGA,2,-58.39990285,-34.59511714,bicicleta,multiple,ciclista,masculino,37,fatal
2019-0028,1,2019-04-06,9,avenida,"JUSTO, JUAN B. AV. y OROÃ‘O, NICASIO",11,-58.46051346,-34.60588536,peaton,pasajeros,peaton,femenino,,fatal
2019-0029,1,2019-04-07,10,avenida,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,moto,objeto fijo,conductor,masculino,27,fatal
2019-0030,1,2019-04-09,16,calle,"ALVAREZ, DONATO, TTE. GRAL. y YERBAL",7,-58.45457546,-34.62447891,moto,cargas,conductor,masculino,25,fatal
2019-0031,1,2019-04-12,19,avenida,"CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,bicicleta,cargas,ciclista,masculino,20,fatal
2019-0032,1,2019-04-16,11,avenida,"CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",11,-58.46415322,-34.60443790,peaton,auto,peaton,femenino,83,fatal
2019-0033,1,2019-04-18,1,autopista,"AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.",1,-58.36607137,-34.62150748,moto,,conductor,masculino,25,fatal
2019-0034,1,2019-04-21,9,avenida,"MORENO, PERITO AV. 3050",7,-58.45537373,-34.65093074,moto,objeto fijo,conductor,masculino,,fatal
2019-0035,1,2019-04-23,14,calle,SUIPACHA 665,1,-58.37942637,-34.60053054,peaton,bicicleta,peaton,femenino,75,fatal
2019-0036,1,2019-04-26,22,calle,RIGLOS y FORMOSA,6,-58.43680440,-34.62147504,moto,auto,conductor,masculino,34,fatal
2019-0037,1,2019-05-01,23,avenida,LA RIOJA e INDEPENDENCIA AV.,3,-58.40778291,-34.61971907,moto,auto,conductor,masculino,17,fatal
2019-0038,1,2019-05-04,14,avenida,"UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",13,-58.45212523,-34.54628513,peaton,moto,peaton,femenino,42,fatal
2019-0039,1,2019-05-09,3,avenida,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,moto,auto,conductor,masculino,28,fatal
2019-0040,1,2019-05-09,12,calle,PUAN y SANTANDER,7,-58.44263580,-34.63679732,moto,,conductor,masculino,44,fatal
2019-0041,1,2019-05-11,20,avenida,"ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",9,-58.51140289,-34.65846419,auto,multiple,pasajero_acompañante,femenino,78,fatal
2019-0042,1,2019-05-14,15,calle,LIMA y CONSTITUCION,1,-58.38211431,-34.62465368,peaton,pasajeros,peaton,masculino,39,fatal
2019-0043,1,2019-05-21,9,avenida,"CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,bicicleta,cargas,ciclista,femenino,,fatal
2019-0044,1,2019-05-27,12,avenida,BOEDO AV. 650,5,-58.41635217,-34.62036547,peaton,moto,peaton,femenino,77,fatal
2019-0045,1,2019-06-03,7,avenida,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,14,-58.41316147,-34.57579669,moto,cargas,conductor,masculino,33,fatal
2019-0046,1,2019-06-04,9,gral paz,"PAZ, GRAL. AV. y CABILDO AV.",13,-58.47617802,-34.53825652,moto,auto,pasajero_acompañante,femenino,26,fatal
2019-0047,1,2019-06-06,10,avenida,CASEROS AV. 1700,4,-58.38641783,-34.63330028,peaton,cargas,peaton,masculino,76,fatal
2019-0048,1,2019-06-07,7,avenida,AVELLANEDA AV. 1548,6,-58.45322169,-34.62038137,moto,cargas,conductor,masculino,32,fatal
2019-0049,1,2019-06-08,9,calle,CIUDAD DE LA PAZ y MENDOZA,13,-58.45849057,-34.56166498,peaton,cargas,peaton,femenino,72,fatal
2019-0050,1,2019-06-08,23,avenida,"SALGUERO, JERONIMO y HONDURAS AV.",14,-58.41829559,-34.59411677,moto,cargas,conductor,masculino,21,fatal
2019-0051,1,2019-06-11,10,calle,"FILIBERTO, JUAN DE DIOS y OLAVARRIA",4,-58.36376488,-34.63832093,moto,auto,conductor,masculino,41,fatal
2019-0053,1,2019-06-14,17,avenida,ASTURIAS AV. y CASTAÃ‘ARES AV.,8,-58.46442668,-34.66004784,auto,auto,pasajero_acompañante,masculino,49,fatal
2019-0054,1,2019-06-20,3,calle,GANDARA 2976,15,-58.48222035,-34.58428769,moto,objeto fijo,conductor,masculino,21,fatal
2019-0055,1,2019-06-20,19,avenida,"GUEVARA, TRINIDAD y MADERO, EDUARDO AV.",1,-58.36819005,-34.60283208,moto,pasajeros,conductor,masculino,47,fatal
2019-0056,1,2019-06-29,17,avenida,BOYACA AV. 305,7,-58.45877601,-34.62330939,peaton,auto,peaton,femenino,75,fatal
2019-0057,1,2019-07-05,19,calle,ARTILLEROS y LA PAMPA,13,-58.44196498,-34.55760517,peaton,auto,peaton,femenino,63,fatal
2019-0058,1,2019-07-10,9,autopista,AUTOPISTA PERITO MORENO e IRIGOYEN,10,-58.50622631,-34.63627822,moto,pasajeros,conductor,masculino,39,fatal
2019-0059,1,2019-07-13,22,calle,15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO,1,-58.38410880,-34.63099197,moto,pasajeros,conductor,masculino,30,fatal
2019-0060,1,2019-07-17,11,avenida,"ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.",10,-58.48100602,-34.63504312,peaton,auto,peaton,femenino,78,fatal
2019-0061,1,2019-07-17,18,calle,11 DE SEPTIEMBRE DE 1888 y MENDOZA,13,-58.45200171,-34.55781320,peaton,pasajeros,peaton,femenino,58,fatal
2019-0062,1,2019-08-01,23,avenida,"PINO, VIRREY DEL y CAMPOS, LUIS M. AV.",13,-58.44462132,-34.56201105,peaton,pasajeros,peaton,femenino,60,fatal
2019-0063,1,2019-08-04,1,avenida,FOREST AV. y MAURE,15,-58.45220688,-34.58711712,moto,pasajeros,pasajero_acompañante,masculino,,fatal
2019-0064,1,2019-08-06,3,avenida,BOYACA AV. y AVELLANEDA AV.,7,-58.45962210,-34.62245140,moto,auto,conductor,masculino,20,fatal
2019-0065,1,2019-08-08,16,calle,BARCO CENTENERA DEL y TILCARA,4,-58.41970850,-34.65414867,peaton,pasajeros,peaton,femenino,55,fatal
2019-0066,1,2019-08-11,21,avenida,RIESTRA AV. y BOLIVAR (NO OFICIAL),7,-58.44187596,-34.64938031,peaton,auto,peaton,masculino,40,fatal
2019-0067,1,2019-08-14,15,calle,"CASTRO, EMILIO 4706",10,-58.49101637,-34.64276621,moto,cargas,conductor,masculino,35,fatal
2019-0068,1,2019-08-14,17,avenida,27 DE FEBRERO AV. 5600,8,-58.42493829,-34.66256502,moto,moto,conductor,masculino,53,fatal
2019-0069,1,2019-08-17,5,avenida,"GARAY, JUAN DE AV. 2874",4,-58.40489318,-34.62930162,moto,auto,conductor,masculino,43,fatal
2019-0070,1,2019-08-22,12,avenida,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",14,-58.42686680,-34.59217875,moto,bicicleta,conductor,masculino,25,fatal
2019-0071,1,2019-08-27,11,avenida,PRIMERA JUNTA y OLIVERA AV.,9,-58.47961100,-34.65620398,peaton,cargas,peaton,masculino,,fatal
2019-0072,1,2019-08-28,6,avenida,"ALBERDI, JUAN BAUTISTA AV. y AZUL",10,-58.47439934,-34.63524207,auto,auto,conductor,masculino,22,fatal
2019-0073,1,2019-08-29,1,avenida,ALVAREZ THOMAS AV. 1788,15,-58.46711912,-34.57926018,auto,objeto fijo,conductor,masculino,29,fatal
2019-0074,1,2019-08-29,9,autopista,"LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.",13,-58.46514781,-34.53465378,moto,cargas,conductor,masculino,35,fatal
2019-0075,1,2019-08-30,23,calle,SAN ANTONIO y LUJAN,4,-58.37571078,-34.65584079,moto,pasajeros,conductor,masculino,31,fatal
2019-0076,1,2019-09-05,18,autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,-58.37157668,-34.65429986,moto,cargas,conductor,femenino,29,fatal
2019-0077,1,2019-09-08,3,avenida,"FIGUEROA ALCORTA, PRES. AV. y TAGLE",14,-58.39811256,-34.58070186,peaton,auto,peaton,femenino,28,fatal
2019-0078,1,2019-09-12,8,avenida,"EINSTEIN, ALBERTO y ALCORTA, AMANCIO AV.",4,-58.41125934,-34.65417740,peaton,cargas,peaton,femenino,72,fatal
2019-0079,1,2019-09-17,5,calle,AGRELO y COLOMBRES,5,-58.41822901,-34.61866836,moto,pasajeros,conductor,masculino,57,fatal
2019-0080,1,2019-09-17,18,gral paz,"CABILDO AV. y PAZ, GRAL. AV.",13,-58.47617802,-34.53825652,peaton,moto,peaton,masculino,76,fatal
2019-0081,1,2019-09-23,16,avenida,ELCANO AV. 4300,15,-58.46141281,-34.58623761,peaton,pasajeros,peaton,masculino,67,fatal
2019-0082,1,2019-09-25,7,avenida,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",8,-58.42985146,-34.66119740,bicicleta,cargas,ciclista,masculino,47,fatal
